transaction_id,date,sku,channel,units_sold,units_returned,return_rate,return_reason,revenue_usd,refund_usd
TXN-000087,2026-02-06,WC-AWAY-M,own_store,540,24,0.0444,wrong_size,51243.36,2142.63
TXN-000088,2026-02-06,WC-AWAY-M,wholesale,662,20,0.0302,wrong_size,66648.93,1829.71
TXN-000089,2026-02-06,WC-HOME-W,nike.com,290,7,0.0241,changed_mind,29561.65,678.12
TXN-000090,2026-02-06,WC-HOME-W,retail_partner,688,24,0.0349,wrong_size,68623.33,2497.79
TXN-000091,2026-02-06,WC-HOME-W,own_store,214,11,0.0514,gift_duplicate,19729.24,1131.77
TXN-000092,2026-02-06,WC-HOME-W,wholesale,454,13,0.0286,changed_mind,43069.18,1173.37
TXN-000093,2026-02-06,WC-AWAY-W,nike.com,715,31,0.0434,wrong_size,63946.96,2759.18
TXN-000094,2026-02-06,WC-AWAY-W,retail_partner,497,19,0.0382,gift_duplicate,50256.71,1813.22
TXN-000095,2026-02-06,WC-AWAY-W,own_store,337,11,0.0326,changed_mind,32319.49,1013.6
TXN-000096,2026-02-06,WC-AWAY-W,wholesale,613,12,0.0196,wrong_size,63750.6,1090.64
TXN-000097,2026-02-07,WC-HOME-M,nike.com,222,9,0.0405,wrong_size,20137.52,932.8
TXN-000098,2026-02-07,WC-HOME-M,retail_partner,238,8,0.0336,gift_duplicate,22283.31,798.11
TXN-000099,2026-02-07,WC-HOME-M,own_store,249,10,0.0402,wrong_size,25538.27,1023.78
TXN-000100,2026-02-07,WC-HOME-M,wholesale,220,4,0.0182,wrong_size,21377.19,385.46
TXN-000101,2026-02-07,WC-AWAY-M,nike.com,760,22,0.0289,gift_duplicate,69440.29,2272.47
TXN-000102,2026-02-07,WC-AWAY-M,retail_partner,209,6,0.0287,gift_duplicate,18856.31,596.68
TXN-000103,2026-02-07,WC-AWAY-M,own_store,340,12,0.0353,wrong_size,33746.65,1219.07
TXN-000104,2026-02-07,WC-AWAY-M,wholesale,489,12,0.0245,wrong_size,48386.68,1216.78
TXN-000105,2026-02-07,WC-HOME-W,nike.com,469,24,0.0512,wrong_size,44965.04,2328.35
TXN-000106,2026-02-07,WC-HOME-W,retail_partner,364,7,0.0192,changed_mind,39322.14,721.98
TXN-000107,2026-02-07,WC-HOME-W,own_store,692,22,0.0318,wrong_size,61090.1,1979.08
TXN-000108,2026-02-07,WC-HOME-W,wholesale,313,16,0.0511,gift_duplicate,30946.4,1742.2
TXN-000109,2026-02-07,WC-AWAY-W,nike.com,723,16,0.0221,gift_duplicate,65235.13,1498.07
TXN-000110,2026-02-07,WC-AWAY-W,retail_partner,436,16,0.0367,changed_mind,40901.49,1425.63
TXN-000111,2026-02-07,WC-AWAY-W,own_store,378,20,0.0529,changed_mind,36259.55,2057.78
TXN-000112,2026-02-07,WC-AWAY-W,wholesale,636,31,0.0487,wrong_size,67878.63,3335.18
TXN-000113,2026-02-08,WC-HOME-M,nike.com,209,11,0.0526,gift_duplicate,21367.82,1047.54
TXN-000114,2026-02-08,WC-HOME-M,retail_partner,648,37,0.0571,changed_mind,69547.55,3331.66
TXN-000115,2026-02-08,WC-HOME-M,own_store,550,15,0.0273,changed_mind,53243.03,1470.66
TXN-000116,2026-02-08,WC-HOME-M,wholesale,594,28,0.0471,changed_mind,62725.08,2863.69
TXN-000117,2026-02-08,WC-AWAY-M,nike.com,370,9,0.0243,gift_duplicate,38472.99,986.35
TXN-000118,2026-02-08,WC-AWAY-M,retail_partner,363,8,0.022,gift_duplicate,35798.64,804.13
TXN-000119,2026-02-08,WC-AWAY-M,own_store,648,17,0.0262,changed_mind,68131.77,1724.65
TXN-000120,2026-02-08,WC-AWAY-M,wholesale,333,13,0.039,changed_mind,30131.38,1261.63
TXN-000121,2026-02-08,WC-HOME-W,nike.com,247,5,0.0202,gift_duplicate,23443.57,517.5
TXN-000122,2026-02-08,WC-HOME-W,retail_partner,737,37,0.0502,gift_duplicate,76591.26,3438.32
TXN-000123,2026-02-08,WC-HOME-W,own_store,546,22,0.0403,gift_duplicate,56463.37,1982.1
TXN-000124,2026-02-08,WC-HOME-W,wholesale,454,17,0.0374,gift_duplicate,46706.84,1639.94
TXN-000125,2026-02-08,WC-AWAY-W,nike.com,771,42,0.0545,gift_duplicate,68773.55,4290.5
TXN-000126,2026-02-08,WC-AWAY-W,retail_partner,360,14,0.0389,changed_mind,38426.82,1499.78
TXN-000127,2026-02-08,WC-AWAY-W,own_store,276,13,0.0471,changed_mind,25750.7,1421.46
TXN-000128,2026-02-08,WC-AWAY-W,wholesale,251,10,0.0398,gift_duplicate,25640.4,968.72
TXN-000129,2026-02-09,WC-HOME-M,nike.com,440,10,0.0227,changed_mind,46476.21,978.58
TXN-000130,2026-02-09,WC-HOME-M,retail_partner,710,26,0.0366,wrong_size,77798.08,2714.28
TXN-000131,2026-02-09,WC-HOME-M,own_store,218,5,0.0229,changed_mind,19355.85,500.4
TXN-000132,2026-02-09,WC-HOME-M,wholesale,293,15,0.0512,gift_duplicate,29893.57,1613.74
TXN-000133,2026-02-09,WC-AWAY-M,nike.com,775,21,0.0271,gift_duplicate,75978.35,2005.47
TXN-000134,2026-02-09,WC-AWAY-M,retail_partner,255,13,0.051,changed_mind,24302.37,1363.48
TXN-000135,2026-02-09,WC-AWAY-M,own_store,684,33,0.0482,changed_mind,70965.07,2986.78
TXN-000136,2026-02-09,WC-AWAY-M,wholesale,427,8,0.0187,changed_mind,45371.93,873.74
TXN-000137,2026-02-09,WC-HOME-W,nike.com,498,20,0.0402,changed_mind,51516.16,1780.14
TXN-000138,2026-02-09,WC-HOME-W,retail_partner,368,14,0.038,gift_duplicate,38395.37,1358.04
TXN-000139,2026-02-09,WC-HOME-W,own_store,460,20,0.0435,wrong_size,41701.95,2134.97
TXN-000140,2026-02-09,WC-HOME-W,wholesale,420,16,0.0381,wrong_size,43583.12,1445.93
TXN-000141,2026-02-09,WC-AWAY-W,nike.com,624,13,0.0208,gift_duplicate,66408.74,1312.4
TXN-000142,2026-02-09,WC-AWAY-W,retail_partner,661,25,0.0378,gift_duplicate,72072.92,2274.05
TXN-000143,2026-02-09,WC-AWAY-W,own_store,710,14,0.0197,gift_duplicate,63238.69,1520.07
TXN-000144,2026-02-09,WC-AWAY-W,wholesale,799,31,0.0388,gift_duplicate,84041.85,3348.74
TXN-000145,2026-02-10,WC-HOME-M,nike.com,792,21,0.0265,wrong_size,71500.32,2151.78
TXN-000146,2026-02-10,WC-HOME-M,retail_partner,529,21,0.0397,changed_mind,51424.42,2129.36
TXN-000147,2026-02-10,WC-HOME-M,own_store,454,14,0.0308,changed_mind,49645.27,1371.48
TXN-000148,2026-02-10,WC-HOME-M,wholesale,336,8,0.0238,gift_duplicate,34742.51,835.72
TXN-000149,2026-02-10,WC-AWAY-M,nike.com,506,27,0.0534,gift_duplicate,54109.4,2798.85
TXN-000150,2026-02-10,WC-AWAY-M,retail_partner,766,34,0.0444,wrong_size,70942.08,3526.36
TXN-000151,2026-02-10,WC-AWAY-M,own_store,553,31,0.0561,wrong_size,60602.93,3171.36
TXN-000152,2026-02-10,WC-AWAY-M,wholesale,382,15,0.0393,gift_duplicate,38968.32,1554.42
TXN-000153,2026-02-10,WC-HOME-W,nike.com,560,23,0.0411,gift_duplicate,56310.26,2361.58
TXN-000154,2026-02-10,WC-HOME-W,retail_partner,627,29,0.0463,gift_duplicate,59120.09,3092.58
TXN-000155,2026-02-10,WC-HOME-W,own_store,213,8,0.0376,wrong_size,20528.76,713.34
TXN-000156,2026-02-10,WC-HOME-W,wholesale,257,7,0.0272,wrong_size,28176.89,721.24
TXN-000157,2026-02-10,WC-AWAY-W,nike.com,349,18,0.0516,gift_duplicate,36734.3,1664.78
TXN-000158,2026-02-10,WC-AWAY-W,retail_partner,754,16,0.0212,changed_mind,68051.94,1713.55
TXN-000159,2026-02-10,WC-AWAY-W,own_store,775,42,0.0542,gift_duplicate,79233.39,4055.33
TXN-000160,2026-02-10,WC-AWAY-W,wholesale,723,37,0.0512,gift_duplicate,68199.18,3796.9
TXN-000161,2026-02-11,WC-HOME-M,nike.com,590,20,0.0339,gift_duplicate,55978.25,2002.93
TXN-000162,2026-02-11,WC-HOME-M,retail_partner,213,10,0.0469,wrong_size,21651.95,1051.8
TXN-000163,2026-02-11,WC-HOME-M,own_store,653,34,0.0521,gift_duplicate,67586.7,3476.43
TXN-000164,2026-02-11,WC-HOME-M,wholesale,759,37,0.0487,wrong_size,79752.1,4040.93
TXN-000165,2026-02-11,WC-AWAY-M,nike.com,501,19,0.0379,gift_duplicate,44908.8,2074.31
TXN-000166,2026-02-11,WC-AWAY-M,retail_partner,726,17,0.0234,wrong_size,70732.13,1704.17
TXN-000167,2026-02-11,WC-AWAY-M,own_store,333,8,0.024,changed_mind,29345.36,786.07
TXN-000168,2026-02-11,WC-AWAY-M,wholesale,358,7,0.0196,changed_mind,36205.03,735.14
TXN-000169,2026-02-11,WC-HOME-W,nike.com,508,20,0.0394,gift_duplicate,50852.59,1792.07
TXN-000170,2026-02-11,WC-HOME-W,retail_partner,525,21,0.04,wrong_size,52213.0,2211.25
TXN-000171,2026-02-11,WC-HOME-W,own_store,363,13,0.0358,gift_duplicate,35165.69,1243.93
TXN-000172,2026-02-11,WC-HOME-W,wholesale,418,19,0.0455,changed_mind,40101.9,1763.31
TXN-000173,2026-02-11,WC-AWAY-W,nike.com,743,28,0.0377,gift_duplicate,78848.01,3068.38
TXN-000174,2026-02-11,WC-AWAY-W,retail_partner,209,5,0.0239,changed_mind,20441.18,539.49
TXN-000175,2026-02-11,WC-AWAY-W,own_store,449,26,0.0579,gift_duplicate,48260.55,2506.15
TXN-000176,2026-02-11,WC-AWAY-W,wholesale,316,11,0.0348,gift_duplicate,32841.08,973.98
TXN-000177,2026-02-12,WC-HOME-M,nike.com,729,38,0.0521,changed_mind,72400.49,3769.3
TXN-000178,2026-02-12,WC-HOME-M,retail_partner,698,15,0.0215,gift_duplicate,64380.22,1489.59
TXN-000179,2026-02-12,WC-HOME-M,own_store,298,7,0.0235,gift_duplicate,29719.7,712.55
TXN-000180,2026-02-12,WC-HOME-M,wholesale,415,19,0.0458,wrong_size,44417.0,1849.32
TXN-000181,2026-02-12,WC-AWAY-M,nike.com,306,8,0.0261,gift_duplicate,32842.99,834.48
TXN-000182,2026-02-12,WC-AWAY-M,retail_partner,645,29,0.045,wrong_size,67358.38,2650.1
TXN-000183,2026-02-12,WC-AWAY-M,own_store,670,32,0.0478,wrong_size,60250.06,2854.2
TXN-000184,2026-02-12,WC-AWAY-M,wholesale,457,19,0.0416,gift_duplicate,48476.56,2052.79
TXN-000185,2026-02-12,WC-HOME-W,nike.com,617,21,0.034,gift_duplicate,59785.98,1994.18
TXN-000186,2026-02-12,WC-HOME-W,retail_partner,598,28,0.0468,gift_duplicate,52701.61,2907.7
TXN-000187,2026-02-12,WC-HOME-W,own_store,264,13,0.0492,gift_duplicate,23496.36,1386.6
TXN-000188,2026-02-12,WC-HOME-W,wholesale,566,32,0.0565,wrong_size,53417.05,3298.86
TXN-000189,2026-02-12,WC-AWAY-W,nike.com,288,9,0.0312,changed_mind,27760.64,954.78
TXN-000190,2026-02-12,WC-AWAY-W,retail_partner,231,8,0.0346,gift_duplicate,21445.36,835.43
TXN-000191,2026-02-12,WC-AWAY-W,own_store,758,24,0.0317,gift_duplicate,69106.6,2469.61
TXN-000192,2026-02-12,WC-AWAY-W,wholesale,582,33,0.0567,wrong_size,58303.32,3306.98
TXN-000193,2026-02-13,WC-HOME-M,nike.com,326,7,0.0215,gift_duplicate,32967.21,698.72
TXN-000194,2026-02-13,WC-HOME-M,retail_partner,287,9,0.0314,gift_duplicate,29937.39,935.74
TXN-000195,2026-02-13,WC-HOME-M,own_store,416,15,0.0361,gift_duplicate,44400.55,1367.01
TXN-000196,2026-02-13,WC-HOME-M,wholesale,388,11,0.0284,changed_mind,35802.77,1011.89
TXN-000197,2026-02-13,WC-AWAY-M,nike.com,780,42,0.0538,gift_duplicate,76555.31,4203.89
TXN-000198,2026-02-13,WC-AWAY-M,retail_partner,497,23,0.0463,changed_mind,44809.75,2391.15
TXN-000199,2026-02-13,WC-AWAY-M,own_store,698,40,0.0573,changed_mind,63392.87,4096.82
TXN-000200,2026-02-13,WC-AWAY-M,wholesale,302,9,0.0298,wrong_size,32556.39,854.92
TXN-000201,2026-02-13,WC-HOME-W,nike.com,661,21,0.0318,gift_duplicate,62613.13,2117.89
TXN-000202,2026-02-13,WC-HOME-W,retail_partner,779,33,0.0424,changed_mind,84981.5,3026.43
TXN-000203,2026-02-13,WC-HOME-W,own_store,520,15,0.0288,wrong_size,53907.56,1531.48
TXN-000204,2026-02-13,WC-HOME-W,wholesale,483,25,0.0518,wrong_size,49725.22,2382.36
TXN-000205,2026-02-13,WC-AWAY-W,nike.com,691,26,0.0376,changed_mind,72586.01,2566.55
TXN-000206,2026-02-13,WC-AWAY-W,retail_partner,311,8,0.0257,gift_duplicate,27928.86,753.39
TXN-000207,2026-02-13,WC-AWAY-W,own_store,343,19,0.0554,wrong_size,32170.37,2042.49
TXN-000208,2026-02-13,WC-AWAY-W,wholesale,278,13,0.0468,wrong_size,29660.08,1324.65
TXN-000209,2026-02-14,WC-HOME-M,nike.com,795,34,0.0428,gift_duplicate,73681.18,3019.42
TXN-000210,2026-02-14,WC-HOME-M,retail_partner,466,19,0.0408,gift_duplicate,45848.01,1996.03
TXN-000211,2026-02-14,WC-HOME-M,own_store,574,20,0.0348,gift_duplicate,59771.19,1888.04
TXN-000212,2026-02-14,WC-HOME-M,wholesale,675,27,0.04,wrong_size,65292.26,2674.29
TXN-000213,2026-02-14,WC-AWAY-M,nike.com,444,23,0.0518,gift_duplicate,45754.89,2407.15
TXN-000214,2026-02-14,WC-AWAY-M,retail_partner,343,12,0.035,wrong_size,34457.73,1205.37
TXN-000215,2026-02-14,WC-AWAY-M,own_store,349,17,0.0487,changed_mind,37922.99,1511.12
TXN-000216,2026-02-14,WC-AWAY-M,wholesale,699,20,0.0286,changed_mind,67193.17,1778.84
TXN-000217,2026-02-14,WC-HOME-W,nike.com,411,16,0.0389,changed_mind,39677.14,1731.1
TXN-000218,2026-02-14,WC-HOME-W,retail_partner,247,5,0.0202,gift_duplicate,23497.0,517.41
TXN-000219,2026-02-14,WC-HOME-W,own_store,733,33,0.045,changed_mind,77967.15,3095.17
TXN-000220,2026-02-14,WC-HOME-W,wholesale,757,32,0.0423,changed_mind,77502.31,3073.17
TXN-000221,2026-02-14,WC-AWAY-W,nike.com,279,11,0.0394,changed_mind,30522.27,1021.94
TXN-000222,2026-02-14,WC-AWAY-W,retail_partner,615,20,0.0325,changed_mind,60707.24,1972.13
TXN-000223,2026-02-14,WC-AWAY-W,own_store,206,8,0.0388,wrong_size,20121.62,744.48
TXN-000224,2026-02-14,WC-AWAY-W,wholesale,726,33,0.0455,wrong_size,66287.64,3018.24
TXN-000225,2026-02-15,WC-HOME-M,nike.com,321,14,0.0436,changed_mind,33976.5,1453.84
TXN-000226,2026-02-15,WC-HOME-M,retail_partner,693,32,0.0462,changed_mind,64196.39,2929.52
TXN-000227,2026-02-15,WC-HOME-M,own_store,620,12,0.0194,wrong_size,56304.35,1212.38
TXN-000228,2026-02-15,WC-HOME-M,wholesale,337,15,0.0445,wrong_size,36260.37,1368.47
TXN-000229,2026-02-15,WC-AWAY-M,nike.com,370,11,0.0297,wrong_size,36765.46,1066.12
TXN-000230,2026-02-15,WC-AWAY-M,retail_partner,777,35,0.045,gift_duplicate,80819.99,3712.4
TXN-000231,2026-02-15,WC-AWAY-M,own_store,287,8,0.0279,gift_duplicate,31524.39,856.65
TXN-000232,2026-02-15,WC-AWAY-M,wholesale,374,10,0.0267,changed_mind,37855.7,1054.82
TXN-000233,2026-02-15,WC-HOME-W,nike.com,386,17,0.044,gift_duplicate,36214.31,1766.85
TXN-000234,2026-02-15,WC-HOME-W,retail_partner,550,31,0.0564,gift_duplicate,55546.21,2884.73
TXN-000235,2026-02-15,WC-HOME-W,own_store,594,15,0.0253,wrong_size,54916.29,1603.67
TXN-000236,2026-02-15,WC-HOME-W,wholesale,716,33,0.0461,wrong_size,72546.01,3032.81
TXN-000237,2026-02-15,WC-AWAY-W,nike.com,239,13,0.0544,gift_duplicate,23678.5,1177.61
TXN-000238,2026-02-15,WC-AWAY-W,retail_partner,693,32,0.0462,gift_duplicate,69205.95,2816.84
TXN-000239,2026-02-15,WC-AWAY-W,own_store,641,26,0.0406,changed_mind,68744.77,2687.05
TXN-000240,2026-02-15,WC-AWAY-W,wholesale,639,18,0.0282,changed_mind,67331.57,1734.97
TXN-000241,2026-02-16,WC-HOME-M,nike.com,789,18,0.0228,wrong_size,73849.92,1887.28
TXN-000242,2026-02-16,WC-HOME-M,retail_partner,285,8,0.0281,gift_duplicate,27642.21,737.27
TXN-000243,2026-02-16,WC-HOME-M,own_store,207,8,0.0386,wrong_size,20583.0,770.01
TXN-000244,2026-02-16,WC-HOME-M,wholesale,410,19,0.0463,changed_mind,39767.78,1716.55
TXN-000245,2026-02-16,WC-AWAY-M,nike.com,636,29,0.0456,changed_mind,59624.15,2894.03
TXN-000246,2026-02-16,WC-AWAY-M,retail_partner,778,26,0.0334,changed_mind,85439.63,2515.34
TXN-000247,2026-02-16,WC-AWAY-M,own_store,408,14,0.0343,gift_duplicate,40234.63,1346.03
TXN-000248,2026-02-16,WC-AWAY-M,wholesale,768,30,0.0391,changed_mind,77343.99,3150.97
TXN-000249,2026-02-16,WC-HOME-W,nike.com,607,30,0.0494,gift_duplicate,55006.27,2791.65
TXN-000250,2026-02-16,WC-HOME-W,retail_partner,365,8,0.0219,gift_duplicate,35336.5,763.57
TXN-000251,2026-02-16,WC-HOME-W,own_store,763,34,0.0446,gift_duplicate,79008.18,3112.23
TXN-000252,2026-02-16,WC-HOME-W,wholesale,205,10,0.0488,wrong_size,20167.23,1012.05
TXN-000253,2026-02-16,WC-AWAY-W,nike.com,290,6,0.0207,wrong_size,27885.93,608.39
TXN-000254,2026-02-16,WC-AWAY-W,retail_partner,593,33,0.0556,changed_mind,60193.8,3282.25
TXN-000255,2026-02-16,WC-AWAY-W,own_store,258,14,0.0543,wrong_size,26338.29,1367.2
TXN-000256,2026-02-16,WC-AWAY-W,wholesale,406,21,0.0517,gift_duplicate,38282.61,1863.53
TXN-000257,2026-02-17,WC-HOME-M,nike.com,722,29,0.0402,wrong_size,73307.68,2982.03
